0	1
0.09775171	0.99
0.19550342	0.99
0.29325513	0.97
0.39100684	0.97
0.48875855	0.97
0.58651026	0.96
0.68426197	0.95
0.78201368	0.95
0.87976539	0.97
0.9775171	0.96
1.07526881	0.94
1.17302052	0.92
1.27077223	0.91
1.36852394	0.91
1.46627565	0.91
1.56402736	0.92
1.66177907	0.9
1.75953078	0.89
1.85728249	0.88
1.9550342	0.88
2.05278591	0.88
2.15053762	0.87
2.24828933	0.88
2.34604104	0.88
2.44379275	0.87
2.54154446	0.86
2.63929617	0.86
2.73704788	0.87
2.83479959	0.9
2.9325513	0.92
3.03030301	0.9
3.12805472	0.86
3.22580643	0.84
3.32355814	0.85
3.42130985	0.87
3.51906156	0.88
3.61681327	0.9
3.71456498	0.89
3.81231669	0.89
3.9100684	0.89
4.00782011	0.92
4.10557182	0.96
4.20332353	1
4.30107524	1.01
4.39882695	1
4.49657866	1.01
4.59433037	1.02
4.69208208	1.02
4.78983379	1.04
4.8875855	1.03
4.98533721	1.02
5.08308892	1
5.18084063	1.01
5.27859234	1.02
5.37634405	1.04
5.47409576	1.04
5.57184747	1.05
5.66959918	1.04
5.76735089	1.02
5.8651026	1.01
5.96285431	1.01
6.06060602	0.99
6.15835773	0.98
6.25610944	0.96
6.35386115	0.94
6.45161286	0.92
6.54936457	0.92
6.64711628	0.89
6.74486799	0.88
6.8426197	0.86
6.94037141	0.84
7.03812312	0.83
7.13587483	0.8
7.23362654	0.79
7.33137825	0.77
7.42912996	0.76
7.52688167	0.77
7.62463338	0.77
7.72238509	0.79
7.8201368	0.82
7.91788851	0.84
8.01564022	0.84
8.11339193	0.86
8.21114364	0.87
8.30889535	0.86
8.40664706	0.85
8.50439877	0.87
8.60215048	0.86
8.69990219	0.85
8.7976539	0.85
8.89540561	0.85
8.99315732	0.86
9.09090903	0.86
9.18866074	0.87
9.28641245	0.87
9.38416416	0.88
9.48191587	0.88
9.57966758	0.88
9.67741929	0.88
9.775171	0.88
9.87292271	0.89
9.97067442	0.9
10.06842613	0.92
10.16617784	0.92
10.26392955	0.93
10.36168126	0.93
10.45943297	0.94
10.55718468	0.95
10.65493639	0.96
10.7526881	0.95
10.85043981	0.93
10.94819152	0.91
11.04594323	0.9
11.14369494	0.89
11.24144665	0.87
11.33919836	0.85
11.43695007	0.84
11.53470178	0.82
11.63245349	0.81
11.7302052	0.79
11.82795691	0.81
11.92570862	0.8
12.02346033	0.82
12.12121204	0.83
12.21896375	0.82
12.31671546	0.84
12.41446717	0.86
12.51221888	0.86
12.60997059	0.87
12.7077223	0.89
12.80547401	0.89
12.90322572	0.87
13.00097743	0.87
13.09872914	0.88
13.19648085	0.88
13.29423256	0.88
13.39198427	0.87
13.48973598	0.84
13.58748769	0.83
13.6852394	0.84
13.78299111	0.84
13.88074282	0.83
13.97849453	0.81
14.07624624	0.82
14.17399795	0.83
14.27174966	0.84
14.36950137	0.85
14.46725308	0.87
14.56500479	0.86
14.6627565	0.86
14.76050821	0.86
14.85825992	0.87
14.95601163	0.87
15.05376334	0.85
15.15151505	0.85
15.24926676	0.87
