0	1
0.09775171	0.99
0.19550342	0.99
0.29325513	0.96
0.39100684	0.95
0.48875855	0.95
0.58651026	0.94
0.68426197	0.92
0.78201368	0.92
0.87976539	0.95
0.9775171	0.94
1.07526881	0.91
1.17302052	0.88
1.27077223	0.86
1.36852394	0.87
1.46627565	0.86
1.56402736	0.88
1.66177907	0.86
1.75953078	0.84
1.85728249	0.83
1.9550342	0.82
2.05278591	0.82
2.15053762	0.81
2.24828933	0.82
2.34604104	0.82
2.44379275	0.8
2.54154446	0.8
2.63929617	0.8
2.73704788	0.8
2.83479959	0.86
2.9325513	0.88
3.03030301	0.85
3.12805472	0.8
3.22580643	0.77
3.32355814	0.79
3.42130985	0.81
3.51906156	0.83
3.61681327	0.85
3.71456498	0.83
3.81231669	0.84
3.9100684	0.84
4.00782011	0.88
4.10557182	0.94
4.20332353	0.99
4.30107524	1.01
4.39882695	1
4.49657866	1.01
4.59433037	1.03
4.69208208	1.03
4.78983379	1.05
4.8875855	1.04
4.98533721	1.03
5.08308892	1
5.18084063	1.02
5.27859234	1.03
5.37634405	1.05
5.47409576	1.05
5.57184747	1.07
5.66959918	1.05
5.76735089	1.03
5.8651026	1.01
5.96285431	1.01
6.06060602	0.98
6.15835773	0.96
6.25610944	0.94
6.35386115	0.91
6.45161286	0.89
6.54936457	0.89
6.64711628	0.84
6.74486799	0.82
6.8426197	0.8
6.94037141	0.77
7.03812312	0.75
7.13587483	0.71
7.23362654	0.69
7.33137825	0.66
7.42912996	0.64
7.52688167	0.66
7.62463338	0.67
7.72238509	0.69
7.8201368	0.74
7.91788851	0.76
8.01564022	0.77
8.11339193	0.8
8.21114364	0.8
8.30889535	0.79
8.40664706	0.78
8.50439877	0.81
8.60215048	0.8
8.69990219	0.79
8.7976539	0.78
8.89540561	0.79
8.99315732	0.8
9.09090903	0.79
9.18866074	0.81
9.28641245	0.8
9.38416416	0.83
9.48191587	0.82
9.57966758	0.82
9.67741929	0.82
9.775171	0.82
9.87292271	0.84
9.97067442	0.85
10.06842613	0.88
10.16617784	0.88
10.26392955	0.89
10.36168126	0.9
10.45943297	0.91
10.55718468	0.93
10.65493639	0.94
10.7526881	0.92
10.85043981	0.9
10.94819152	0.87
11.04594323	0.85
11.14369494	0.84
11.24144665	0.8
11.33919836	0.78
11.43695007	0.77
11.53470178	0.74
11.63245349	0.72
11.7302052	0.7
11.82795691	0.72
11.92570862	0.71
12.02346033	0.74
12.12121204	0.75
12.21896375	0.74
12.31671546	0.77
12.41446717	0.8
12.51221888	0.8
12.60997059	0.8
12.7077223	0.83
12.80547401	0.84
12.90322572	0.81
13.00097743	0.8
13.09872914	0.82
13.19648085	0.83
13.29423256	0.82
13.39198427	0.8
13.48973598	0.77
13.58748769	0.76
13.6852394	0.77
13.78299111	0.77
13.88074282	0.75
13.97849453	0.72
14.07624624	0.73
14.17399795	0.75
14.27174966	0.77
14.36950137	0.79
14.46725308	0.81
14.56500479	0.79
14.6627565	0.79
14.76050821	0.79
14.85825992	0.81
14.95601163	0.8
15.05376334	0.78
15.15151505	0.78
