0	1
0.09775171	0.99
0.19550342	0.99
0.29325513	0.93
0.39100684	0.93
0.48875855	0.92
0.58651026	0.91
0.68426197	0.88
0.78201368	0.88
0.87976539	0.92
0.9775171	0.9
1.07526881	0.84
1.17302052	0.79
1.27077223	0.76
1.36852394	0.77
1.46627565	0.76
1.56402736	0.79
1.66177907	0.76
1.75953078	0.73
1.85728249	0.71
1.9550342	0.7
2.05278591	0.69
2.15053762	0.67
2.24828933	0.69
2.34604104	0.7
2.44379275	0.66
2.54154446	0.65
2.63929617	0.65
2.73704788	0.66
2.83479959	0.76
2.9325513	0.8
3.03030301	0.74
3.12805472	0.65
3.22580643	0.6
3.32355814	0.63
3.42130985	0.68
3.51906156	0.71
3.61681327	0.74
3.71456498	0.71
3.81231669	0.72
3.9100684	0.73
4.00782011	0.79
4.10557182	0.9
4.20332353	0.99
4.30107524	1.02
4.39882695	1
4.49657866	1.02
4.59433037	1.06
4.69208208	1.06
4.78983379	1.1
4.8875855	1.09
4.98533721	1.05
5.08308892	1.01
5.18084063	1.04
5.27859234	1.06
5.37634405	1.1
5.47409576	1.1
5.57184747	1.13
5.66959918	1.1
5.76735089	1.05
5.8651026	1.03
5.96285431	1.02
6.06060602	0.98
6.15835773	0.94
6.25610944	0.91
6.35386115	0.85
6.45161286	0.81
6.54936457	0.81
6.64711628	0.72
6.74486799	0.69
6.8426197	0.65
6.94037141	0.59
7.03812312	0.56
7.13587483	0.5
7.23362654	0.46
7.33137825	0.41
7.42912996	0.37
7.52688167	0.41
7.62463338	0.42
7.72238509	0.46
7.8201368	0.54
7.91788851	0.59
8.01564022	0.6
8.11339193	0.65
8.21114364	0.66
8.30889535	0.64
8.40664706	0.62
8.50439877	0.67
8.60215048	0.65
8.69990219	0.63
8.7976539	0.62
8.89540561	0.63
8.99315732	0.65
9.09090903	0.64
9.18866074	0.67
9.28641245	0.66
9.38416416	0.71
9.48191587	0.7
9.57966758	0.7
9.67741929	0.7
9.775171	0.7
9.87292271	0.72
9.97067442	0.75
10.06842613	0.79
10.16617784	0.8
10.26392955	0.82
10.36168126	0.83
10.45943297	0.84
10.55718468	0.88
10.65493639	0.91
10.7526881	0.87
10.85043981	0.82
10.94819152	0.78
11.04594323	0.75
11.14369494	0.73
11.24144665	0.66
11.33919836	0.62
11.43695007	0.59
11.53470178	0.54
11.63245349	0.52
11.7302052	0.48
11.82795691	0.51
11.92570862	0.49
12.02346033	0.54
12.12121204	0.56
12.21896375	0.55
12.31671546	0.6
12.41446717	0.65
12.51221888	0.65
12.60997059	0.66
12.7077223	0.71
12.80547401	0.72
12.90322572	0.68
13.00097743	0.66
13.09872914	0.7
13.19648085	0.71
13.29423256	0.7
13.39198427	0.66
13.48973598	0.59
13.58748769	0.58
13.6852394	0.6
13.78299111	0.6
13.88074282	0.56
13.97849453	0.52
14.07624624	0.54
14.17399795	0.56
14.27174966	0.59
14.36950137	0.63
14.46725308	0.67
14.56500479	0.64
14.6627565	0.64
14.76050821	0.64
14.85825992	0.67
14.95601163	0.66
15.05376334	0.62
15.15151505	0.62
